licence_id,begins,ends,ereserves,ereserves_txt,ill,ill_txt,archival,archival_txt,db_id,url_1,url_1_format,url_2,url_2_format,general
378,1/1/2015,12/31/2015,No,"<P>PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments <BR>[section 3.1.2]</P>

<P>ELECTRONIC RESERVES / VIRTUAL LEARNING:  Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication).  Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.</P>

<P>Permission to include content in coursepacks is NOT included under the terms of this license. <BR>[section 3.1.8]</P>",Yes,"Unless indicated on the citation that the publisher specifically prohibits such, Members may INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws.<BR> [section 3.1.3]",No,"Once the subscription is terminated, ELN partner libraries no longer have access to the database.
<br> [Section 7.4] </br>",147,http://www.eln.bc.ca/docs/view.php?id=410,[Link],,,
384,7/1/2014,6/30/2015,NA,,NA,,No,,155,http://www.eln.bc.ca/docs/view.php?id=235,[Link],,,
386,7/1/2014,6/30/2015,Yes,"<P>ELN partner libraries may incorporate portions of OLDO into printed course packs for use by Authorized Users in a course of instruction at their educational institution. Each portion of the Licensed Works used in this manner should be identified with an appropriate acknowledgment of the source, listing the title and author of the extract, title and author of the work, and ""Oxford University Press"" as the publisher. Course packs in non-print forms, such as audio or Braille, may also be offered to Authorized Users who, in the reasonable belief of the Subscriber, are visually impaired.
<BR>[Section 3.2]</BR></P>

<P>ELN partner libraries may incorporate portions of OLDO into electronic reserves collections for use by Authorized Users in a course of instruction at their educational institution. Each portion of the Licensed Works used in this manner should be identified with an appropriate acknowledgment of the source, listing the title and author of the extract, title and author of the work, and ""Oxford University Press"" as the publisher. Copies of such extracts must be deleted by the Subscriber or Authorized User when the extracts are no longer being used in the course of instruction.
<BR>[Section 3.2]</BR></P>",No,"<P>Oxford University Press prohibits the use of OLDO for the fulfillment of interlibrary loan requests.
<BR>[Section 4.2.2]</BR></P>",No,"<P>Upon termination of the subscription, all access to OLDO ceases.
<BR>[Section 7]</BR></P>",157,http://www.eln.bc.ca/docs/view.php?id=235,[Link],,,
387,1/1/2015,12/31/2015,notspec,"Licensee and Authorized Users may may electronically save, organize and share Video Titles or parts thereof with other Authorized Users using tools provided with Films on Demand.",No,,No,,158,http://www.eln.bc.ca/docs/view.php?id=696,[Link],,,
388,1/1/2015,12/31/2015,notspec,,Yes,"Authorized Use includes the making of a limited numbers of hard or electronic copies of text portions of the Product(s) for research, education, or other non-commercial use only; and the use of the small, insignificant text portions of the Product(s) as a source for Interlibrary Loan (""ILL"") when handled through a secure system such as Ariel or Odyssey.",NA,,159,http://www.eln.bc.ca/docs/view.php?id=835,[Link],,,
389,1/1/2013,12/31/2999,Yes,"distribute copy of individual ebook chapters in print or electronic form to Authorized Users, including the distribution of a copy for noncommercial educational purpose, to each individual student (Authorized User) in a class at a Participating Member's institution.
<P>
Use a persistent URL, or durable URL, to an ebook chapter for courses of instruction offered by the Participating Member, where access is restricted to students enrolled in the course, to instructors, and to library staff maintaining the link, an such access is limited to the duration of the course.  Each item should carry an appropriate acknowledgement of the source, copyright, and publisher, and the links to such items shall be deleted by the Participating Members when they are no longer required for such purpose.
<p>
Provide links to MUSE full text content in course pages, e-syllabi, e-reserves, and electronic learning environments such as but not restricted to systems such as Blackboard.
<p>
[Section ""Permitted"" 2c, d, and h]",Yes,"Provide, for the purposes of interlibrary loan facsimile images that are exact representations of the print journal pages or of printouts from the electronic database for interlibrary loan under CONTU (National Commission on New Technological Uses of Copyright Works) 
(http://www.cni.org/docs/infopols/CONTU.html) guidelines and distributed in paper, fax, or digital form.
<p>
[Section ""Permitted"" 2.e]",Yes,"Providing that full payment of the total purchase price is made, per Clause VI.D, a Participating Member retains the right to perpetual access of the digital version of the purchased ebooks on the Project MUSE server. So long as the Participating Member has purchased access to a UPCC Book Collection on MUSE Journal Collection(s), perpetual access to previously purchases books will be made available on Project MUSE server at no charge.  Should a Participating Member be neither an active subscriber to a Project MUSE Journal Collection, nor have any further UPCC Book Collections on MUSE in the previous 24 month period, JHUP reserves the right to charge a reasonable annual fee to that Participating Member to recover the costs for providing continuing access and customer support on the Project MUSE platform.
<P>
Participating Members may participate in LOCKSS (Lots of Copies Keeps Stuff Safe) system of archiving digitized publications.  To benefit from this support, the Participating Member must install a LOCKSS cache at its institution.  (See http://www.lockss.org for further information.)  Participating Members may perpetually use the LOCKSS system to archive and restore ebook content, so long as use is otherwise consistent with this Agreement.  eBook content may be available to other LOCKSS system Participating Members who indicate a right to the purchased ebook content.
<p>
[Section C ""Perpetual Access and Archiving""]",160,http://www.eln.bc.ca/docs/view.php?id=931,[Link],,,
390,5/1/2015,12/31/2015,Yes,"Use for Educational, Noncommercial Purposes Only

Subscriber and its authorized Users may access and create playlists as permitted by the Websiteís features. Subscriber and its authorized Users may also select and save individual video segments (chaptering) to add to a playlist solely in connection with classroom or other related projects, as permitted by the Websiteís features.",No,,No,,161,http://www.eln.bc.ca/docs/view.php?id=805,[Link],,,
391,7/1/2015,6/30/2016,Yes,"Uploading content - with restrictions, as follows: COURSEPACKS / ELECTRONIC RESERVES / VIRTUAL LEARNING. Members and Authorized Users may incorporate parts of the Licensed Material in course packs, study packs, resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication). The number of pages allowed for these copies is governed by the fair dealing provisions of the Canada Copyright Act. Each item shall carry appropriate acknowledgement of the source, listing title and copyright owner. Course packs in non-electronic non-print perceptible form, such as Braille, may also be offered to Authorized Users. (3.1.8 LINKS)",Yes,You may make paper or electronic copies for purposes of interlibrary loan. The number of pages allowed for these copies is governed by the fair dealing provisions of the Canada Copyright Act. (3.1.3),Yes,Perpetual access optional purchase available from the vendor.,164,http://www.deslibris.ca/en-us/forlibraries/canadianelectroniclibrary/licensetermsandconditions.aspx,[Link],,,
392,7/1/2015,6/30/2016,Yes,"Appendix B, 5.6  2.1
<p>
Library and Authorized Users may incorporate links to a reasonable portion of the eContent in Electronic Reserve collections for the use of Authorized Users in the course of instruction, but not for Commercial Use. Each such item shall carry appropriate acknowledgement of the source, listing title and author of the extract, title and author of the work, and the publisher.",Yes,"Appendix B, 3.1: 2.1  
<p>
Library may print or download limited portions of eContent, where such functionality is available, for the purposes of fulfilling interlibrary loan requests as long as those actions comply with applicable copyright laws.",No,,165,http://www.eln.bc.ca/docs/view.php?id=410,[Link],http://www.eln.bc.ca/docs/view.php?id=1002,[Link],
393,11/1/2014,10/31/2015,Yes,"Use a persistent URL, or durable URL, to an ebook chapter for courses of instruction offered by the Participating Member, where access is restricted to students enrolled in the course, to instructors, and to library staff maintaining the link, and such access is limited to the duration of the course.  Each item should carry an appropriate acknowledgment of the source, copyright, and publisher, and the Participating Members shall delete the links to such items when they are no longer required for such purpose.",Yes,"Ebrary Products Addendum to ProQuest/BC ELN License b. vi utilize Ebrary ebooks for the purposes of fulfilling interlibrary loan requests, provided that the Participating Member complies with all applicable interlibrary loan laws and regulations.",No,,166,http://eln.bc.ca/bcelnproquestfinal2008.pdf,[Link],ttp://www.eln.bc.ca/docs/view.php?id=981,[Link],
395,3/1/2013,2/28/2999,NULL,NULL,NULL,NULL,NULL,NULL,168,http://www.eln.bc.ca/docs/view.php?id=410,[Link],,,
396,8/1/2014,7/30/2015,No,"<P>PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments <BR>[section 3.1.2]</P>

<P>ELECTRONIC RESERVES / VIRTUAL LEARNING:  Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication).  Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.</P>

<P>Permission to include content in coursepacks is NOT included under the terms of this license. <BR>[section 3.1.8]</P>",Yes,"Unless indicated on the citation that the publisher specifically prohibits such, Members may INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws.<BR> [section 3.1.3]",No,"Once the subscription is terminated, ELN partner libraries no longer have access to the database.
<br> [Section 7.4] </br>",169,http://www.eln.bc.ca/docs/view.php?id=410,[Link],,,
397,8/1/2014,7/31/2015,No,"<P>PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments <BR>[section 3.1.2]</P>

<P>ELECTRONIC RESERVES / VIRTUAL LEARNING:  Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication).  Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.</P>

<P>Permission to include content in coursepacks is NOT included under the terms of this license. <BR>[section 3.1.8]</P>",Yes,"Unless indicated on the citation that the publisher specifically prohibits such, Members may INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws.<BR> [section 3.1.3]",No,"Once the subscription is terminated, ELN partner libraries no longer have access to the database.
<br> [Section 7.4] </br>",170,http://www.eln.bc.ca/docs/view.php?id=410,[Link],,,
398,8/1/2014,7/31/2015,No,"<P>PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments <BR>[section 3.1.2]</P>

<P>ELECTRONIC RESERVES / VIRTUAL LEARNING:  Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication).  Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.</P>

<P>Permission to include content in coursepacks is NOT included under the terms of this license. <BR>[section 3.1.8]</P>",Yes,"Unless indicated on the citation that the publisher specifically prohibits such, Members may INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws.<BR> [section 3.1.3]",No,"Once the subscription is terminated, ELN partner libraries no longer have access to the database.
<br> [Section 7.4] </br>",171,http://www.eln.bc.ca/docs/view.php?id=410,[Link],,,
399,8/1/2014,7/31/2015,No,"<P>PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments <BR>[section 3.1.2]</P>

<P>ELECTRONIC RESERVES / VIRTUAL LEARNING:  Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication).  Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.</P>

<P>Permission to include content in coursepacks is NOT included under the terms of this license. <BR>[section 3.1.8]</P>",Yes,"Unless indicated on the citation that the publisher specifically prohibits such, Members may INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws.<BR> [section 3.1.3]",No,"Unless indicated on the citation that the publisher specifically prohibits such, Members may INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws.<BR> [section 3.1.3]",172,http://www.eln.bc.ca/docs/view.php?id=410,[Link],,,
400,9/1/2014,8/31/2015,notspec,,notspec,,No,,173,http://www.eln.bc.ca/docs/view.php?id=1398,[Link],,,
401,7/1/2015,6/30/2016,Yes,You may make paper or electronic copies for purposes of interlibrary loan. The number of pages allowed for these copies is governed by the fair dealing provisions of the Canada Copyright Act. (3.1.3),Yes,"Uploading content - with restrictions, as follows: COURSEPACKS / ELECTRONIC RESERVES / VIRTUAL LEARNING. Members and Authorized Users may incorporate parts of the Licensed Material in course packs, study packs, resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication). The number of pages allowed for these copies is governed by the fair dealing provisions of the Canada Copyright Act. Each item shall carry appropriate acknowledgement of the source, listing title and copyright owner. Course packs in non-electronic non-print perceptible form, such as Braille, may also be offered to Authorized Users. (3.1.8 LINKS)",Yes,Perpetual access optional purchase available from the vendor.,175,http://www.deslibris.ca/en-us/forlibraries/canadianelectroniclibrary/licensetermsandconditions.aspx,[Link],,,
402,10/1/2014,9/30/2015,No,"Links or citations are permitted.  The clause is as follows:

3.8  COURSEPACKS  / ELECTRONIC RESERVES / VIRTUAL LEARNING.

Member Institutions and Authorized Users may incorporate reference (including links) to the Licensed Material in course packs, study packs, resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication).  Each item shall carry appropriate acknowledgement of the source, listing the title and copyright owner.  For the avoidance of doubt, the licensed material may not be incorporated into course packs, but references to the licensed material in the form of citations or links.",Yes,"The clause is as follows

<p>3.3 INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws.  The Licensed Material may be used as a source for interlibrary loan in accordance with Canadian and relevant international copyright laws and standard library interlibrary loan procedures.",No,,176,http://www.eln.bc.ca/docs/view.php?id=1425,[Link],,,
403,7/1/2014,6/30/2015,unavail,NULL,unavail,NULL,unavail,NULL,174,,,,,
404,1/1/2015,12/31/2015,NA,,NA,,No,,177,http://www.eln.bc.ca/docs/view.php?id=831,[Link],,,"Data Sharing and Licence Agreement (DSLA) for BC ELN's membership  in the Integrated Cadastral Information Society (ICIS). Access to the data must be mediated by a data librarian at each institution. The data librarian responds to requests from researchers and other users, and downloads the requested data sets on their behalf."
405,9/1/2014,8/31/2015,NA,,NA,,NA,,178,http://www.eln.bc.ca/docs/view.php?id=1451,[Link],,,
406,4/1/2015,3/31/2016,NA,NULL,NA,NULL,NULL,NULL,179,,,,,
